Field(Oe), Temperature(K), Capacitance(pF), 1stHoldoff, GETDAT, CapMeas, 2ndHoldoff, Overall
0.105, 17.5187,  2.933241    , 47, 234, 453, 266, 1000
0.105, 18.2687,  2.933243    , 46, 188, 453, 266, 953
0.105, 18.5239,  2.933248    , 47, 562, 453, 250, 1328
0.105, 18.7707,  2.933250    , 31, 281, 1094, 266, 1672
0.105, 19.0087,  2.933251    , 31, 94, 453, 250, 843
0.105, 19.2680,  2.933257    , 47, 641, 1093, 250, 2031
0.105, 19.5112,  2.933260    , 93, 329, 453, 250, 1140
0.105, 19.7802,  2.933262    , 63, 406, 469, 203, 1141
0.105, 20.0116,  2.933268    , 31, 407, 453, 265, 1156
0.105, 20.2758,  2.933272    , 63, 297, 453, 234, 1047
0.105, 20.5225,  2.933276    , 47, 375, 453, 297, 1188
0.105, 20.7718,  2.933278    , 32, 281, 1094, 265, 1672
0.105, 21.0317,  2.933281    , 31, 500, 1094, 234, 1875
0.105, 21.2748,  2.933287    , 32, 531, 1094, 218, 1875
0.105, 21.5129,  2.933291    , 32, 281, 469, 250, 1032
0.105, 21.7608,  2.933296    , 79, 312, 1094, 250, 1735
0.105, 22.0197,  2.933301    , 32, 421, 1094, 203, 1750
0.105, 22.2749,  2.933309    , 32, 156, 453, 218, 875
0.105, 22.7781,  2.933318    , 109, 359, 454, 156, 1078
0.105, 23.0374,  2.933324    , 31, 953, 454, 250, 1688
0.105, 23.2593,  2.933326    , 31, 203, 469, 250, 953
0.105, 23.5286,  2.933336    , 94, 187, 1094, 250, 1625
0.105, 23.7656,  2.933341    , 31, 297, 1094, 234, 1656
0.105, 24.0250,  2.933349    , 31, 532, 1093, 266, 1922
0.105, 24.2614,  2.933353    , 46, 204, 1093, 297, 1640
0.105, 24.5175,  2.933362    , 31, 297, 453, 234, 1031
0.105, 25.0344,  2.933373    , 47, 297, 453, 187, 984
0.105, 25.2625,  2.933383    , 63, 250, 453, 94, 875
0.105, 25.5101,  2.933392    , 31, 250, 453, 266, 1000
0.105, 25.7820,  2.933400    , 79, 234, 1078, 172, 1563
0.105, 26.0229,  2.933406    , 63, 187, 454, 172, 891
0.105, 26.2763,  2.933416    , 62, 109, 469, 125, 765
0.105, 26.5275,  2.933426    , 47, 437, 1094, 219, 1797
0.105, 26.7624,  2.933433    , 31, 344, 453, 250, 1094
0.105, 27.0220,  2.933442    , 63, 375, 1093, 282, 1813
0.105, 27.2818,  2.933451    , 32, 375, 468, 172, 1047
0.105, 27.5117,  2.933462    , 31, 281, 1094, 266, 1672
0.105, 27.7673,  2.933471    , 78, 328, 453, 203, 1062
0.105, 28.0129,  2.933482    , 32, 328, 453, 203, 1032
0.105, 28.2589,  2.933491    , 46, 250, 454, 203, 968
0.105, 28.5124,  2.933503    , 31, 328, 454, 265, 1078
0.105, 28.7796,  2.933515    , 63, 266, 1093, 266, 1688
0.105, 29.0168,  2.933527    , 63, 265, 469, 188, 985
0.105, 29.2689,  2.933535    , 187, 484, 1094, 250, 2015
0.105, 29.5230,  2.933551    , 47, 437, 454, 265, 1203
0.105, 29.7708,  2.933559    , 31, 125, 453, 187, 812
0.105, 30.0256,  2.933571    , 93, 532, 453, 250, 1343
0.105, 30.2698,  2.933585    , 31, 156, 453, 250, 906
0.105, 30.5240,  2.933598    , 172, 297, 453, 94, 1031
0.105, 30.7734,  2.933612    , 47, 360, 453, 219, 1094
0.105, 31.0190,  2.933624    , 47, 297, 453, 250, 1047
0.105, 31.2702,  2.933637    , 31, 328, 453, 250, 1078
0.105, 31.5193,  2.933652    , 203, 203, 1094, 250, 1750
0.105, 31.7785,  2.933667    , 62, 485, 453, 250, 1250
0.105, 32.0284,  2.933679    , 31, 406, 453, 203, 1093
0.105, 32.5292,  2.933710    , 31, 516, 469, 281, 1297
0.105, 32.7788,  2.933726    , 31, 422, 453, 281, 1187
0.105, 33.0246,  2.933740    , 47, 422, 468, 188, 1125
0.105, 33.5264,  2.933773    , 31, 562, 454, 250, 1312
0.105, 33.7770,  2.933788    , 94, 453, 453, 250, 1266
0.105, 34.0215,  2.933803    , 31, 313, 453, 250, 1047
0.105, 34.2774,  2.933820    , 62, 657, 468, 235, 1422
0.105, 34.5278,  2.933835    , 78, 453, 469, 219, 1219
0.105, 34.7710,  2.933852    , 32, 140, 453, 204, 829
0.105, 35.0246,  2.933869    , 156, 266, 453, 78, 953
0.105, 35.2729,  2.933887    , 62, 359, 1094, 250, 1781
0.105, 35.5296,  2.933905    , 47, 250, 453, 219, 969
0.105, 35.7768,  2.933922    , 31, 328, 469, 250, 1078
0.105, 36.0081,  2.933940    , 31, 219, 1094, 219, 1563
0.105, 36.2609,  2.933957    , 47, 188, 453, 234, 922
0.105, 36.7615,  2.933993    , 31, 266, 468, 219, 984
0.105, 37.0313,  2.934013    , 63, 484, 1094, 204, 1860
0.105, 37.2725,  2.934028    , 31, 312, 453, 250, 1062
0.105, 37.5175,  2.934051    , 31, 281, 1094, 219, 1625
0.105, 37.7565,  2.934064    , 47, 297, 468, 203, 1015
0.105, 38.0241,  2.934086    , 62, 250, 453, 156, 937
0.105, 38.2723,  2.934104    , 62, 172, 469, 203, 906
0.105, 38.5266,  2.934121    , 78, 469, 453, 250, 1265
0.105, 38.7760,  2.934143    , 46, 407, 453, 250, 1171
0.105, 39.0221,  2.934163    , 47, 250, 453, 219, 969
0.105, 39.2794,  2.934181    , 203, 234, 453, 157, 1047
0.105, 39.5188,  2.934201    , 47, 156, 453, 187, 859
0.105, 39.7784,  2.934222    , 78, 563, 1094, 265, 2000
0.105, 40.0334,  2.934245    , 31, 437, 453, 250, 1187
0.105, 40.2618,  2.934260    , 32, 203, 1094, 281, 1610
0.105, 40.5198,  2.934281    , 32, 406, 453, 187, 1094
0.105, 40.7715,  2.934301    , 109, 438, 453, 203, 1203
0.105, 41.0218,  2.934325    , 47, 547, 469, 250, 1313
0.105, 41.2697,  2.934344    , 47, 391, 453, 234, 1125
0.105, 41.5140,  2.934364    , 46, 125, 469, 219, 859
0.105, 41.7610,  2.934387    , 31, 62, 454, 234, 781
0.105, 42.0101,  2.934406    , 47, 94, 453, 141, 735
0.105, 42.2603,  2.934430    , 63, 281, 1094, 250, 1688
0.105, 42.5177,  2.934448    , 31, 281, 1094, 219, 1625
0.105, 42.7827,  2.934468    , 47, 438, 469, 250, 1204
0.105, 43.0236,  2.934491    , 31, 281, 469, 203, 984
0.105, 43.2744,  2.934512    , 46, 375, 454, 188, 1078
0.105, 43.5228,  2.934532    , 31, 344, 453, 250, 1094
0.105, 43.7706,  2.934553    , 31, 281, 453, 203, 968
0.105, 44.7716,  2.934644    , 62, 172, 453, 235, 922
0.105, 45.0202,  2.934668    , 47, 531, 469, 172, 1219
0.105, 45.2708,  2.934692    , 125, 359, 453, 250, 1203
0.105, 45.5181,  2.934712    , 94, 313, 453, 188, 1063
0.105, 45.7616,  2.934737    , 31, 78, 453, 203, 781
0.105, 46.0146,  2.934760    , 141, 172, 453, 78, 860
0.105, 46.2663,  2.934783    , 109, 313, 469, 125, 1016
0.105, 46.5163,  2.934808    , 125, 266, 1094, 265, 1750
0.105, 46.7707,  2.934831    , 31, 187, 1094, 235, 1547
0.105, 47.0273,  2.934856    , 32, 515, 469, 203, 1219
0.105, 47.2752,  2.934880    , 32, 328, 469, 171, 1000
0.105, 47.5300,  2.934903    , 78, 328, 469, 203, 1078
0.105, 47.7692,  2.934927    , 31, 94, 453, 203, 781
0.105, 48.0218,  2.934949    , 94, 312, 454, 141, 1016
0.105, 48.2670,  2.934976    , 31, 94, 453, 203, 797
0.105, 48.5215,  2.934999    , 31, 297, 453, 203, 1000
0.105, 48.7715,  2.935023    , 172, 156, 469, 94, 891
0.105, 49.0275,  2.935046    , 47, 594, 453, 312, 1422
0.105, 49.2794,  2.935074    , 125, 360, 469, 78, 1032
0.105, 49.5094,  2.935098    , 31, 282, 1093, 219, 1625
0.105, 49.7709,  2.935118    , 203, 516, 453, 281, 1469
0.105, 50.0219,  2.935146    , 32, 281, 453, 203, 985
0.105, 50.2698,  2.935171    , 141, 250, 469, 125, 985
0.105, 50.5247,  2.935196    , 156, 313, 453, 171, 1109
0.105, 50.7698,  2.935223    , 63, 140, 453, 125, 797
0.105, 51.0227,  2.935249    , 47, 157, 453, 188, 860
0.105, 51.2730,  2.935274    , 31, 188, 1093, 235, 1547
0.105, 51.5333,  2.935295    , 32, 343, 469, 250, 1094
0.105, 51.7606,  2.935322    , 31, 406, 1094, 250, 1781
0.105, 52.0199,  2.935346    , 31, 328, 453, 266, 1078
0.105, 52.2705,  2.935370    , 32, 515, 469, 297, 1313
0.105, 52.5146,  2.935395    , 47, 78, 453, 250, 828
0.105, 52.7654,  2.935422    , 63, 203, 453, 157, 891
0.105, 53.0164,  2.935446    , 47, 531, 454, 281, 1313
0.105, 53.2619,  2.935473    , 78, 125, 468, 172, 843
0.105, 53.5118,  2.935497    , 47, 281, 1094, 281, 1703
0.105, 53.7720,  2.935525    , 32, 453, 453, 234, 1172
0.105, 54.0201,  2.935550    , 32, 281, 453, 234, 1000
0.105, 54.2714,  2.935578    , 47, 484, 469, 203, 1203
0.105, 54.5219,  2.935602    , 63, 469, 453, 281, 1266
0.105, 54.7667,  2.935629    , 47, 250, 453, 203, 953
0.105, 55.0183,  2.935653    , 47, 313, 453, 312, 1125
0.105, 55.2666,  2.935678    , 125, 125, 453, 156, 875
0.105, 55.5118,  2.935706    , 46, 125, 454, 219, 859
0.105, 55.7857,  2.935730    , 125, 234, 453, 125, 937
0.105, 56.0108,  2.935758    , 31, 266, 1093, 219, 1609
0.105, 56.2713,  2.935781    , 31, 437, 453, 250, 1187
0.105, 56.7675,  2.935834    , 47, 421, 469, 203, 1140
0.105, 57.0167,  2.935858    , 46, 250, 454, 219, 984
0.105, 57.2617,  2.935886    , 31, 156, 453, 187, 843
0.105, 57.5109,  2.935910    , 62, 63, 453, 140, 718
0.105, 57.7629,  2.935938    , 32, 218, 453, 250, 953
0.105, 58.0126,  2.935963    , 63, 171, 454, 125, 828
0.105, 58.2636,  2.935990    , 63, 281, 1094, 219, 1657
0.105, 58.5176,  2.936015    , 32, 93, 469, 250, 844
0.105, 59.0274,  2.936069    , 203, 516, 453, 266, 1438
0.105, 59.2716,  2.936097    , 47, 313, 453, 266, 1079
0.105, 59.5229,  2.936118    , 94, 375, 453, 141, 1063
0.105, 59.7739,  2.936151    , 78, 485, 1093, 235, 1891
0.105, 60.0171,  2.936170    , 31, 281, 453, 281, 1062
0.105, 60.2691,  2.936199    , 47, 547, 1094, 218, 1906
0.105, 60.5249,  2.936225    , 110, 250, 453, 187, 1000
0.105, 60.7704,  2.936252    , 63, 187, 453, 156, 859
0.105, 61.0256,  2.936278    , 32, 453, 469, 250, 1204
0.105, 61.5172,  2.936328    , 31, 157, 453, 219, 875
0.105, 61.7744,  2.936358    , 78, 516, 468, 188, 1250
0.105, 62.0234,  2.936382    , 110, 468, 1094, 235, 1907
0.105, 62.2845,  2.936408    , 31, 563, 453, 234, 1297
0.105, 62.5112,  2.936433    , 32, 312, 1094, 219, 1657
0.105, 62.7686,  2.936462    , 32, 328, 1093, 235, 1688
0.105, 63.0293,  2.936487    , 46, 360, 469, 250, 1125
0.105, 63.2731,  2.936509    , 47, 344, 453, 203, 1063
0.105, 63.5279,  2.936537    , 31, 407, 453, 141, 1047
0.105, 63.7687,  2.936563    , 31, 172, 453, 219, 875
0.105, 64.0175,  2.936588    , 109, 110, 453, 78, 765
0.105, 64.2660,  2.936616    , 31, 328, 453, 219, 1031
0.105, 64.7666,  2.936667    , 31, 266, 468, 141, 906
0.105, 65.0197,  2.936694    , 31, 750, 1094, 235, 2110
0.105, 65.2590,  2.936715    , 31, 125, 469, 219, 844
0.105, 65.5106,  2.936742    , 141, 172, 453, 125, 906
0.105, 65.7852,  2.936768    , 31, 657, 453, 312, 1453
0.105, 66.0144,  2.936792    , 47, 125, 453, 250, 875
0.105, 66.2826,  2.936820    , 31, 328, 454, 250, 1078
0.105, 66.5320,  2.936842    , 46, 329, 468, 203, 1046
0.105, 66.7760,  2.936872    , 31, 125, 453, 266, 875
0.105, 67.0359,  2.936894    , 31, 265, 1141, 234, 1671
0.105, 67.2604,  2.936920    , 47, 312, 1094, 297, 1750
0.105, 67.5314,  2.936945    , 47, 485, 453, 250, 1250
0.105, 67.7773,  2.936971    , 31, 344, 453, 188, 1031
0.105, 68.0282,  2.936995    , 32, 578, 453, 204, 1282
0.105, 68.2760,  2.937020    , 47, 359, 453, 266, 1125
0.105, 68.5262,  2.937047    , 31, 437, 454, 265, 1187
0.105, 68.7747,  2.937072    , 46, 469, 453, 266, 1234
0.105, 69.0203,  2.937096    , 47, 141, 453, 203, 860
0.105, 69.2683,  2.937121    , 110, 140, 469, 109, 828
0.105, 69.5207,  2.937148    , 46, 313, 1094, 156, 1609
0.105, 69.7738,  2.937172    , 47, 141, 1093, 266, 1547
0.105, 70.0094,  2.937197    , 47, 125, 453, 297, 922
0.105, 70.2781,  2.937225    , 110, 359, 469, 109, 1047
0.105, 70.5298,  2.937250    , 31, 359, 453, 219, 1078
0.105, 70.7766,  2.937273    , 31, 156, 453, 203, 859
0.105, 71.0316,  2.937302    , 78, 516, 453, 281, 1344
0.105, 71.2824,  2.937327    , 31, 516, 453, 234, 1250
0.105, 71.7775,  2.937375    , 47, 281, 453, 235, 1016
0.105, 72.0223,  2.937402    , 79, 93, 453, 219, 844
0.105, 72.2734,  2.937427    , 63, 125, 1093, 204, 1485
0.105, 72.5348,  2.937451    , 31, 640, 469, 219, 1359
0.105, 72.7793,  2.937476    , 47, 187, 469, 234, 937
0.105, 73.0325,  2.937502    , 31, 531, 454, 250, 1281
0.105, 73.2805,  2.937529    , 31, 312, 454, 188, 1000
0.105, 73.5260,  2.937550    , 31, 156, 454, 265, 906
0.105, 73.7773,  2.937577    , 63, 531, 469, 281, 1344
0.105, 74.0200,  2.937604    , 32, 296, 454, 219, 1016
0.105, 74.2787,  2.937627    , 47, 484, 454, 203, 1203
0.105, 74.5260,  2.937653    , 32, 187, 453, 250, 922
0.105, 74.7756,  2.937680    , 47, 546, 1094, 219, 1906
0.105, 75.0155,  2.937702    , 94, 156, 453, 250, 969
0.105, 75.2629,  2.937729    , 47, 187, 1094, 219, 1547
0.105, 75.5320,  2.937755    , 47, 172, 453, 234, 906
0.105, 75.7711,  2.937778    , 31, 453, 453, 250, 1203
0.105, 76.0116,  2.937804    , 94, 78, 453, 250, 890
0.105, 76.2643,  2.937829    , 31, 313, 453, 204, 1016
0.105, 76.5130,  2.937854    , 78, 297, 453, 125, 969
0.105, 76.7825,  2.937880    , 63, 469, 468, 250, 1250
0.105, 77.0242,  2.937903    , 31, 78, 453, 250, 828
0.105, 77.2579,  2.937929    , 93, 250, 454, 141, 953
0.105, 77.5314,  2.937954    , 47, 593, 1094, 188, 1922
0.105, 77.7671,  2.937980    , 62, 235, 453, 203, 953
0.105, 78.0353,  2.938005    , 78, 328, 453, 140, 1015
0.105, 78.2864,  2.938032    , 31, 297, 453, 235, 1031
0.105, 78.5191,  2.938056    , 31, 453, 453, 250, 1203
0.105, 78.7576,  2.938083    , 32, 93, 453, 204, 782
0.105, 79.0314,  2.938106    , 63, 281, 1094, 219, 1657
0.105, 79.2654,  2.938129    , 31, 313, 469, 312, 1125
0.105, 79.5290,  2.938155    , 47, 437, 453, 250, 1203
0.105, 79.7693,  2.938179    , 32, 156, 453, 266, 907
0.105, 80.0160,  2.938205    , 31, 344, 1094, 219, 1688
0.105, 80.2829,  2.938234    , 47, 344, 453, 250, 1110
0.105, 80.5240,  2.938256    , 109, 79, 453, 281, 922
0.105, 80.7584,  2.938281    , 46, 219, 1141, 297, 1703
0.105, 81.0162,  2.938306    , 31, 110, 1140, 313, 1594
0.105, 81.2700,  2.938337    , 47, 125, 1093, 250, 1515
0.105, 81.5117,  2.938359    , 94, 250, 1094, 343, 1781
0.105, 81.7711,  2.938373    , 47, 359, 1141, 297, 1844
0.105, 82.0289,  2.938409    , 31, 172, 1094, 359, 1656
0.105, 82.2672,  2.938436    , 47, 109, 1188, 312, 1656
0.105, 82.5220,  2.938458    , 47, 187, 1141, 312, 1687
0.105, 82.7603,  2.938476    , 47, 63, 1094, 296, 1500
0.105, 83.0212,  2.938513    , 31, 297, 1141, 344, 1813
0.105, 83.2728,  2.938537    , 31, 125, 1094, 281, 1531
0.105, 83.5105,  2.938557    , 47, 235, 1140, 313, 1735
0.105, 83.7816,  2.938579    , 31, 62, 1094, 344, 1531
0.105, 84.0168,  2.938609    , 63, 343, 1141, 328, 1875
0.105, 84.2767,  2.938637    , 47, 234, 1094, 250, 1625
0.105, 84.5229,  2.938661    , 31, 312, 1141, 297, 1781
0.105, 84.7754,  2.938686    , 94, 312, 1141, 234, 1781
0.105, 85.0169,  2.938700    , 47, 187, 1188, 250, 1672
0.105, 85.2731,  2.938728    , 63, 125, 1140, 313, 1641
0.105, 85.5147,  2.938759    , 47, 234, 1141, 250, 1672
0.105, 85.7717,  2.938781    , 47, 172, 1140, 297, 1656
0.105, 86.0094,  2.938806    , 110, 78, 1094, 296, 1578
0.105, 86.2691,  2.938829    , 63, 359, 1141, 234, 1797
0.105, 86.5083,  2.938855    , 47, 188, 1187, 422, 1844
0.105, 86.7703,  2.938882    , 47, 250, 1187, 297, 1781
0.105, 87.0129,  2.938905    , 31, 313, 1187, 250, 1781
0.105, 87.2707,  2.938926    , 31, 422, 1187, 250, 1890
0.105, 87.5181,  2.938948    , 93, 125, 1094, 266, 1578
0.105, 87.7674,  2.938975    , 31, 329, 1140, 266, 1766
0.105, 88.0083,  2.938998    , 31, 282, 1140, 235, 1688
0.105, 88.2742,  2.939019    , 47, 234, 1094, 297, 1672
0.105, 88.5108,  2.939046    , 47, 312, 1141, 250, 1750
0.105, 88.7670,  2.939075    , 63, 343, 1188, 344, 1938
0.105, 89.0172,  2.939103    , 31, 265, 1141, 297, 1734
0.105, 89.2732,  2.939121    , 32, 312, 1188, 297, 1829
0.105, 89.5132,  2.939150    , 47, 78, 1140, 250, 1515
0.105, 89.7721,  2.939178    , 47, 359, 1187, 297, 1890
0.105, 90.0158,  2.939195    , 47, 343, 1141, 250, 1781
0.105, 90.2560,  2.939217    , 46, 188, 1187, 266, 1687
0.105, 90.5175,  2.939248    , 31, 282, 1187, 250, 1750
0.105, 90.7597,  2.939277    , 32, 328, 1140, 313, 1813
0.105, 91.0225,  2.939300    , 31, 156, 1094, 297, 1594
0.105, 91.2567,  2.939322    , 78, 110, 1093, 375, 1656
0.105, 91.5159,  2.939349    , 47, 188, 1140, 313, 1688
0.105, 91.7772,  2.939371    , 31, 313, 1140, 313, 1797
0.105, 92.0124,  2.939392    , 47, 125, 1234, 328, 1734
0.105, 92.2592,  2.939421    , 31, 156, 1188, 282, 1672
0.105, 92.5156,  2.939454    , 31, 328, 1187, 250, 1796
0.105, 92.7745,  2.939472    , 47, 234, 1141, 297, 1719
0.105, 93.0145,  2.939496    , 31, 125, 1141, 297, 1594
0.105, 93.2719,  2.939525    , 32, 281, 1187, 250, 1750
0.105, 93.5159,  2.939548    , 47, 78, 1109, 250, 1484
0.105, 93.7756,  2.939577    , 31, 172, 1141, 406, 1750
0.105, 94.0121,  2.939592    , 31, 78, 1187, 329, 1625
0.105, 94.2674,  2.939623    , 47, 187, 1141, 281, 1656
0.105, 94.5046,  2.939642    , 32, 203, 1187, 297, 1719
0.105, 94.7666,  2.939671    , 62, 360, 1093, 297, 1812
0.105, 95.0280,  2.939700    , 63, 172, 1093, 282, 1610
0.105, 95.2676,  2.939715    , 47, 360, 1093, 266, 1766
0.105, 95.5237,  2.939743    , 31, 172, 1094, 265, 1562
0.105, 95.7629,  2.939769    , 63, 234, 1141, 297, 1735
0.105, 96.0204,  2.939791    , 32, 93, 1141, 297, 1563
0.105, 96.2775,  2.939820    , 47, 187, 1188, 250, 1672
0.105, 96.5206,  2.939839    , 31, 235, 1187, 438, 1891
0.105, 96.7635,  2.939866    , 62, 235, 1187, 282, 1766
0.105, 97.0305,  2.939898    , 47, 188, 1140, 297, 1672
0.105, 97.2684,  2.939917    , 31, 156, 1188, 312, 1687
0.105, 97.5087,  2.939943    , 32, 156, 1187, 282, 1657
0.105, 97.7626,  2.939963    , 31, 94, 1140, 250, 1515
0.105, 98.0042,  2.939997    , 32, 203, 1140, 250, 1625
0.105, 98.2669,  2.940012    , 62, 344, 1141, 234, 1781
0.105, 98.5029,  2.940040    , 32, 62, 1235, 266, 1610
0.105, 98.7649,  2.940062    , 47, 125, 1234, 266, 1672
0.105, 99.0219,  2.940087    , 63, 62, 1188, 265, 1578
0.105, 99.2591,  2.940111    , 31, 63, 1296, 407, 1797
0.105, 99.5071,  2.940140    , 31, 94, 1187, 250, 1562
0.105, 99.7603,  2.940160    , 32, 172, 1187, 297, 1688
0.105, 100.0291,  2.940185    , 78, 516, 1140, 188, 1922
0.105, 100.2653,  2.940206    , 46, 188, 1141, 218, 1593
0.105, 100.5261,  2.940234    , 94, 266, 1328, 297, 1985
0.105, 100.7667,  2.940259    , 47, 218, 1282, 218, 1765
0.105, 101.0291,  2.940276    , 94, 375, 1140, 188, 1797
0.105, 101.2695,  2.940310    , 32, 218, 1282, 203, 1735
0.105, 101.5098,  2.940334    , 62, 297, 1234, 250, 1843
0.105, 101.7753,  2.940358    , 125, 500, 1141, 187, 1953
0.105, 102.0384,  2.940383    , 31, 390, 1235, 219, 1875
0.105, 102.2738,  2.940406    , 62, 235, 1187, 219, 1703
0.105, 102.5167,  2.940430    , 47, 360, 1140, 203, 1750
0.105, 102.7783,  2.940451    , 125, 375, 1235, 188, 1938
0.105, 103.0215,  2.940469    , 31, 485, 1234, 203, 1953
0.105, 103.2584,  2.940502    , 62, 172, 1188, 219, 1641
0.105, 103.5159,  2.940526    , 31, 219, 1281, 219, 1750
0.105, 103.7763,  2.940544    , 63, 312, 1141, 250, 1766
0.105, 104.0174,  2.940570    , 46, 407, 1234, 266, 1953
0.105, 104.2758,  2.940590    , 32, 312, 1188, 250, 1782
0.105, 104.5142,  2.940613    , 32, 343, 1141, 234, 1750
0.105, 104.7732,  2.940645    , 31, 297, 1141, 218, 1687
0.105, 105.0289,  2.940666    , 47, 219, 1141, 234, 1641
0.105, 105.2655,  2.940686    , 32, 218, 1141, 172, 1563
0.105, 105.5208,  2.940714    , 47, 188, 1187, 297, 1719
0.105, 105.7607,  2.940736    , 46, 313, 1187, 219, 1765
0.105, 106.0264,  2.940770    , 31, 266, 1281, 219, 1797
0.105, 106.2617,  2.940781    , 31, 63, 1187, 219, 1500
0.105, 106.5223,  2.940818    , 31, 406, 1188, 234, 1859
0.105, 106.7608,  2.940836    , 47, 234, 1328, 234, 1843
0.105, 107.0203,  2.940863    , 31, 297, 1188, 187, 1703
0.105, 107.2791,  2.940875    , 31, 360, 1187, 203, 1781
0.105, 107.5152,  2.940909    , 32, 109, 1281, 219, 1641
0.105, 107.7805,  2.940931    , 31, 563, 1281, 219, 2094
0.105, 108.0182,  2.940957    , 47, 250, 1187, 219, 1703
0.105, 108.2783,  2.940983    , 31, 438, 1281, 281, 2031
0.105, 108.5205,  2.941010    , 31, 391, 1281, 234, 1937
0.105, 108.7830,  2.941025    , 31, 391, 1141, 234, 1797
0.105, 109.0174,  2.941054    , 47, 172, 1328, 282, 1829
0.105, 109.2873,  2.941069    , 31, 766, 1234, 313, 2344
0.105, 109.5243,  2.941100    , 47, 157, 1140, 235, 1579
0.105, 109.7595,  2.941124    , 32, 156, 1187, 219, 1594
0.105, 110.0136,  2.941150    , 32, 203, 1094, 218, 1547
0.105, 110.2685,  2.941168    , 31, 157, 1187, 203, 1578
0.105, 110.5252,  2.941193    , 47, 219, 1187, 219, 1672
0.105, 110.7604,  2.941203    , 31, 110, 1187, 219, 1547
0.105, 111.0344,  2.941246    , 79, 484, 1234, 235, 2032
0.105, 111.2703,  2.941265    , 31, 109, 1235, 187, 1562
0.105, 111.5295,  2.941288    , 31, 454, 1187, 219, 1891
0.105, 111.7744,  2.941307    , 32, 625, 1234, 187, 2078
0.105, 112.0137,  2.941333    , 31, 219, 1234, 235, 1719
0.105, 112.2718,  2.941363    , 31, 234, 1141, 234, 1640
0.105, 112.5096,  2.941377    , 32, 296, 1188, 171, 1703
0.105, 112.7649,  2.941408    , 31, 187, 1188, 266, 1672
0.105, 113.0228,  2.941433    , 31, 328, 1235, 250, 1859
0.105, 113.2574,  2.941451    , 32, 109, 1141, 218, 1500
0.105, 113.5144,  2.941474    , 31, 94, 1188, 250, 1563
0.105, 113.7706,  2.941500    , 47, 421, 1282, 265, 2015
0.105, 114.0189,  2.941526    , 62, 594, 1234, 235, 2125
0.105, 114.2582,  2.941543    , 31, 250, 1235, 265, 1781
0.105, 114.5129,  2.941573    , 31, 172, 1235, 218, 1656
0.105, 114.7752,  2.941599    , 31, 437, 1188, 219, 1875
0.105, 115.0114,  2.941613    , 31, 125, 1141, 234, 1531
0.105, 115.2667,  2.941644    , 32, 93, 1141, 234, 1500
0.105, 115.5250,  2.941666    , 47, 391, 1281, 281, 2000
0.105, 115.7665,  2.941687    , 47, 250, 1141, 234, 1672
0.105, 116.0238,  2.941717    , 31, 422, 1141, 218, 1828
0.105, 116.2798,  2.941735    , 31, 188, 1234, 250, 1703
0.105, 116.5230,  2.941760    , 47, 422, 1281, 281, 2031
0.105, 116.7818,  2.941790    , 32, 328, 1234, 219, 1813
0.105, 117.0174,  2.941811    , 32, 109, 1328, 250, 1719
0.105, 117.2778,  2.941838    , 47, 109, 1094, 234, 1484
0.105, 117.5093,  2.941852    , 31, 156, 1250, 250, 1687
0.105, 117.7738,  2.941882    , 47, 422, 1187, 219, 1875
0.105, 118.0287,  2.941909    , 31, 203, 1188, 219, 1641
0.105, 118.2683,  2.941931    , 63, 344, 1328, 328, 2063
0.105, 118.5276,  2.941955    , 32, 203, 1281, 203, 1719
0.105, 118.7628,  2.941982    , 31, 63, 1187, 219, 1500
0.105, 119.0231,  2.942010    , 47, 313, 1187, 188, 1735
0.105, 119.2639,  2.942025    , 31, 391, 1234, 203, 1875
0.105, 119.5265,  2.942060    , 78, 515, 1141, 188, 1922
0.105, 119.7634,  2.942078    , 31, 94, 1234, 219, 1578
0.105, 120.0281,  2.942107    , 141, 375, 1140, 203, 1859
0.105, 120.2662,  2.942124    , 31, 172, 1187, 203, 1593
0.105, 120.5228,  2.942152    , 110, 281, 1141, 219, 1766
0.105, 120.7685,  2.942177    , 31, 516, 1141, 234, 1922
0.105, 121.0262,  2.942204    , 109, 297, 1281, 282, 1969
0.105, 121.2700,  2.942224    , 31, 360, 1234, 234, 1859
0.105, 121.5145,  2.942251    , 31, 485, 1234, 172, 1922
0.105, 121.7709,  2.942280    , 78, 218, 1329, 203, 1843
0.105, 122.0134,  2.942303    , 32, 171, 1235, 203, 1641
0.105, 122.2607,  2.942328    , 63, 218, 1188, 250, 1719
0.105, 122.5188,  2.942348    , 47, 94, 1234, 234, 1609
0.105, 122.7770,  2.942379    , 63, 218, 1188, 250, 1719
0.105, 123.0173,  2.942399    , 46, 438, 1234, 203, 1921
0.105, 123.2789,  2.942424    , 47, 484, 1234, 235, 2000
0.105, 123.5205,  2.942450    , 32, 359, 1094, 203, 1688
0.105, 123.7767,  2.942479    , 47, 281, 1234, 312, 1890
0.105, 124.0158,  2.942503    , 62, 344, 1234, 219, 1859
0.105, 124.2581,  2.942526    , 63, 218, 1188, 187, 1656
0.105, 124.5170,  2.942558    , 32, 422, 1187, 234, 1875
0.105, 124.7711,  2.942581    , 31, 78, 1235, 218, 1562
0.105, 125.0327,  2.942598    , 31, 500, 1235, 250, 2016
0.105, 125.2734,  2.942634    , 32, 203, 1140, 219, 1594
