Field(Oe), Temperature(K), Resisitivity(Ohm), Capacitance(pF), Loss(nS), 1stHoldoff, GETDAT, CapMeas, 2ndHoldoff, Overall
49439.750, 295.0099, 55.8259010,  4.244473    ,  0.00062     , 31, 156, 1266, 344, 1797
49935.301, 295.0060, 55.8233452,  4.244449    ,  0.00067     , 63, 484, 1266, 219, 2032
50321.359, 295.0016, 55.8241959,  4.244419    ,  0.00066     , 156, 141, 1266, 296, 1859
50816.910, 294.9995, 55.8222694,  4.244435    ,  0.00070     , 125, 390, 1235, 282, 2047
51355.988, 294.9995, 55.8223267,  4.244448    ,  0.00071     , 63, 156, 1235, 328, 1782
51835.566, 295.0000, 55.8221016,  4.244428    ,  0.00062     , 94, 78, 1234, 266, 1688
52309.445, 294.9980, 55.8229485,  4.244411    ,  0.00070     , 78, 110, 1234, 312, 1750
52804.801, 294.9987, 55.8233452,  4.244409    ,  0.00075     , 47, 78, 1266, 281, 1672
53299.398, 294.9989, 55.8233452,  4.244405    ,  0.00059     , 47, 360, 1234, 281, 1922
53665.121, 295.0001, 55.8231201,  4.244406    ,  0.00064     , 47, 172, 1265, 344, 1828
54158.578, 295.0003, 55.8223267,  4.244385    ,  0.00075     , 31, 62, 1266, 344, 1703
54632.457, 295.0016, 55.8232307,  4.244389    ,  0.00076     , 31, 406, 1266, 219, 1922
55149.102, 295.0030, 55.8222122,  4.244377    ,  0.00061     , 31, 203, 1266, 297, 1797
55643.512, 295.0034, 55.8221550,  4.244364    ,  0.00055     , 31, 94, 1281, 360, 1766
56124.805, 295.0013, 55.8222122,  4.244345    ,  0.00069     , 31, 94, 1281, 203, 1625
56596.785, 294.9969, 55.8228912,  4.244348    ,  0.00061     , 46, 235, 1234, 203, 1718
58060.234, 295.0024, 55.8235893,  4.244322    ,  0.00072     , 47, 171, 1250, 235, 1703
59529.961, 295.0031, 55.8237610,  4.244275    ,  0.00069     , 63, 125, 1234, 234, 1672
60002.695, 295.0045, 55.8233643,  4.244248    ,  0.00064     , 31, 94, 1265, 266, 1656
60475.629, 295.0043, 55.8234749,  4.244243    ,  0.00065     , 31, 157, 1234, 250, 1688
61808.305, 295.0013, 55.8238716,  4.244222    ,  0.00072     , 78, 359, 1266, 203, 1906
62301.000, 295.0013, 55.8221169,  4.244205    ,  0.00062     , 31, 172, 1281, 219, 1703
62796.930, 295.0003, 55.8242683,  4.244174    ,  0.00063     , 31, 125, 1281, 235, 1672
63268.719, 295.0002, 55.8222885,  4.244183    ,  0.00071     , 32, 78, 1265, 235, 1610
63740.883, 294.9996, 55.8232498,  4.244167    ,  0.00063     , 31, 140, 1282, 281, 1734
64213.430, 294.9980, 55.8246078,  4.244138    ,  0.00059     , 63, 250, 1281, 219, 1813
64715.063, 294.9998, 55.8237572,  4.244129    ,  0.00059     , 31, 250, 1282, 234, 1797
65231.328, 295.0002, 55.8245506,  4.244157    ,  0.00064     , 63, 78, 1281, 313, 1735
66690.977, 295.0031, 55.8232460,  4.244098    ,  0.00063     , 47, 312, 1282, 250, 1891
67077.797, 295.0053, 55.8229637,  4.244081    ,  0.00063     , 93, 94, 1281, 313, 1781
67548.828, 295.0023, 55.8233604,  4.24405     ,  0.00063     , 32, 62, 1281, 282, 1657
68041.523, 295.0004, 55.8230782,  4.244047    ,  0.00067     , 78, 359, 1282, 218, 1937
68544.484, 295.0028, 55.8229065,  4.244028    ,  0.00067     , 78, 78, 1266, 234, 1656
69037.938, 295.0019, 55.8229637,  4.243996    ,  0.00063     , 32, 78, 1265, 297, 1672
69510.297, 295.0028, 55.8231354,  4.244017    ,  0.00069     , 31, 79, 1265, 250, 1625
69982.273, 295.0047, 55.8213768,  4.243977    ,  0.00069     , 47, 110, 1281, 297, 1735
70476.688, 295.0002, 55.8222275,  4.243989    ,  0.00065     , 31, 78, 1282, 281, 1672
70949.039, 295.0023, 55.8229637,  4.243929    ,  0.00061     , 31, 78, 1281, 235, 1625
71420.445, 294.9985, 55.8217163,  4.243912    ,  0.00069     , 31, 172, 1282, 328, 1813
71921.695, 294.9983, 55.8209572,  4.243922    ,  0.00065     , 31, 78, 1281, 282, 1672
72414.969, 295.0011, 55.8211823,  4.243903    ,  0.00055     , 47, 125, 1281, 235, 1688
72886.180, 295.0025, 55.8203354,  4.243878    ,  0.00069     , 31, 203, 1282, 234, 1750
73379.828, 295.0031, 55.8201637,  4.243858    ,  0.00057     , 31, 78, 1281, 250, 1640
73852.945, 295.0039, 55.8206749,  4.243837    ,  0.00072     , 31, 125, 1281, 328, 1765
74346.219, 295.0048, 55.8201637,  4.243827    ,  0.00069     , 31, 79, 1281, 234, 1625
74825.031, 295.0024, 55.8203926,  4.243804    ,  0.00070     , 31, 94, 1281, 297, 1703
75297.391, 295.0039, 55.8193169,  4.243791    ,  0.00063     , 31, 78, 1282, 234, 1625
75790.469, 295.0026, 55.8203926,  4.243765    ,  0.00074     , 31, 109, 1281, 204, 1625
76262.828, 295.0015, 55.8200493,  4.243734    ,  0.00061     , 62, 141, 1281, 266, 1750
76735.375, 295.0003, 55.8184662,  4.243716    ,  0.00070     , 31, 78, 1281, 297, 1687
77228.070, 295.0016, 55.8182373,  4.24368     ,  0.00074     , 32, 78, 1281, 266, 1657
77720.961, 295.0014, 55.8198814,  4.243652    ,  0.00069     , 63, 359, 1281, 266, 1969
78084.016, 295.0036, 55.8193169,  4.243649    ,  0.00065     , 31, 188, 1281, 313, 1813
78576.711, 295.0229, 55.8184090,  4.243644    ,  0.00069     , 32, 187, 1281, 219, 1719
79069.977, 295.0147, 55.8173981,  4.243557    ,  0.00075     , 31, 125, 1281, 328, 1765
79548.227, 295.0071, 55.8175125,  4.243525    ,  0.00059     , 31, 78, 1281, 266, 1656
80041.500, 295.0035, 55.8166084,  4.243519    ,  0.00071     , 32, 62, 1281, 235, 1610
80511.953, 294.9967, 55.8166618,  4.243502    ,  0.00065     , 31, 250, 1281, 266, 1828
81005.602, 294.9946, 55.8161545,  4.243440    ,  0.00069     , 31, 63, 1281, 235, 1610
81475.672, 294.9963, 55.8168335,  4.243392    ,  0.00064     , 32, 78, 1281, 344, 1735
82962.508, 294.9983, 55.8173447,  4.243293    ,  0.00070     , 47, 172, 1281, 219, 1719
83433.344, 295.0020, 55.8167763,  4.243255    ,  0.00064     , 31, 172, 1281, 234, 1718
83925.094, 295.0007, 55.8173447,  4.243192    ,  0.00062     , 31, 79, 1281, 265, 1656
84396.117, 295.0046, 55.8167191,  4.243171    ,  0.00075     , 31, 63, 1281, 219, 1594
84866.383, 295.0039, 55.8155327,  4.243115    ,  0.00055     , 32, 93, 1282, 297, 1704
85360.227, 295.0032, 55.8149643,  4.243070    ,  0.00066     , 31, 94, 1281, 312, 1718
85837.523, 294.9821, 55.8158150,  4.243019    ,  0.00063     , 31, 188, 1281, 281, 1781
86329.273, 294.9903, 55.8171120,  4.242984    ,  0.00061     , 31, 78, 1297, 328, 1734
86822.539, 294.9941, 55.8160362,  4.242901    ,  0.00066     , 31, 79, 1281, 281, 1672
87292.234, 294.9995, 55.8163757,  4.242825    ,  0.00065     , 32, 140, 1282, 265, 1719
87763.445, 295.0062, 55.8156395,  4.242773    ,  0.00069     , 47, 234, 1282, 265, 1828
88124.797, 295.0072, 55.8162079,  4.242764    ,  0.00072     , 47, 156, 1282, 297, 1782
88617.883, 295.0090, 55.8163757,  4.242701    ,  0.00061     , 31, 78, 1281, 266, 1656
89087.578, 295.0091, 55.8147926,  4.242611    ,  0.00056     , 31, 62, 1282, 281, 1656
89557.492, 295.0067, 55.8145638,  4.242567    ,  0.00059     , 47, 62, 1282, 297, 1688
90000.883, 294.9994, 55.8138847,  4.242652    ,  0.00069     , 47, 250, 1282, 234, 1813
89875.766, 294.9998, 55.8145638,  4.242840    ,  0.00060     , 140, 203, 1282, 296, 1921
89436.938, 295.0011, 55.8156395,  4.242946    ,  0.00078     , 78, 109, 1282, 297, 1766
88931.883, 295.0091, 55.8154144,  4.243040    ,  0.00064     , 47, 203, 1281, 282, 1813
88430.055, 295.0065, 55.8146706,  4.243102    ,  0.00067     , 31, 62, 1282, 266, 1656
87951.234, 295.0056, 55.8143311,  4.243204    ,  0.00066     , 47, 234, 1282, 312, 1875
87452.453, 295.0025, 55.8156891,  4.243288    ,  0.00057     , 31, 516, 1281, 219, 2047
87041.484, 295.0013, 55.8142738,  4.243357    ,  0.00061     , 110, 172, -58719, 281, -58156
86566.281, 295.0006, 55.8141594,  4.243367    ,  0.00061     , 32, 78, 1281, 281, 1672
86066.547, 295.0000, 55.8141594,  4.243453    ,  0.00069     , 47, 63, 1281, 219, 1610
85583.352, 295.0002, 55.8140450,  4.243540    ,  0.00056     , 31, 94, 1281, 390, 1796
85107.383, 295.0002, 55.8140450,  4.243555    ,  0.00073     , 31, 63, 1281, 266, 1641
84630.836, 295.0007, 55.8134804,  4.24362     ,  0.00061     , 31, 78, 1282, 281, 1672
84132.438, 295.0003, 55.8141594,  4.243690    ,  0.00062     , 31, 79, 1281, 250, 1641
83655.711, 295.0025, 55.8137627,  4.243727    ,  0.00061     , 47, 78, 1282, 234, 1641
83179.734, 295.0017, 55.8126297,  4.243769    ,  0.00064     , 32, 93, 1282, 281, 1688
82680.586, 295.0019, 55.8134804,  4.243819    ,  0.00067     , 31, 78, 1281, 282, 1672
82204.992, 295.0034, 55.8130836,  4.243886    ,  0.00068     , 31, 407, 1281, 203, 1922
81816.836, 295.0106, 55.8124046,  4.243902    ,  0.00067     , 32, 437, 1281, 235, 1985
81296.773, 295.0070, 55.8135643,  4.243950    ,  0.00070     , 31, 313, 1281, 234, 1859
80769.664, 295.0037, 55.8138504,  4.243997    ,  0.00069     , 31, 188, 1281, 235, 1735
80272.789, 295.0013, 55.8120956,  4.243995    ,  0.00071     , 63, 390, 1282, 281, 2016
79883.688, 295.0007, 55.8133965,  4.244031    ,  0.00067     , 47, 234, 1282, 218, 1781
79385.094, 294.9983, 55.8137932,  4.244069    ,  0.00059     , 31, 63, 1281, 297, 1672
78886.695, 295.0000, 55.8127747,  4.244126    ,  0.00062     , 62, 344, 1281, 188, 1875
78389.438, 294.9989, 55.8127747,  4.244116    ,  0.00070     , 62, 110, 1281, 219, 1672
77891.797, 295.0004, 55.8131714,  4.244171    ,  0.00065     , 31, 110, 1281, 281, 1703
77408.039, 295.0001, 55.8124352,  4.244190    ,  0.00056     , 31, 406, 1281, 172, 1890
77027.484, 295.0016, 55.8124886,  4.244194    ,  0.00067     , 47, 187, 1281, 203, 1734
76529.656, 295.0010, 55.8126602,  4.244259    ,  0.00061     , 31, 406, 1281, 219, 1937
76001.414, 295.0013, 55.8115273,  4.244266    ,  0.00057     , 31, 407, 1281, 281, 2000
75482.297, 295.0000, 55.8129425,  4.244301    ,  0.00061     , 32, 406, 1281, 219, 1938
75093.766, 295.0019, 55.8132820,  4.244324    ,  0.00064     , 31, 172, 1281, 281, 1765
74596.695, 295.0005, 55.8124352,  4.244322    ,  0.00059     , 31, 63, 1281, 219, 1594
74119.398, 294.9988, 55.8153343,  4.244355    ,  0.00065     , 47, 187, 1281, 266, 1781
73621.000, 294.9959, 55.8153915,  4.244371    ,  0.00057     , 32, 62, 1281, 219, 1594
73123.547, 295.0006, 55.8153343,  4.244399    ,  0.00067     , 31, 172, 1282, 171, 1656
72639.789, 295.0022, 55.8159027,  4.244402    ,  0.00063     , 46, 250, 1282, 281, 1859
72142.148, 295.0006, 55.8144875,  4.244446    ,  0.00064     , 31, 391, 1281, 172, 1875
71761.031, 295.0015, 55.8150520,  4.244423    ,  0.00067     , 110, 125, 1281, 265, 1781
71255.031, 295.0020, 55.8145981,  4.244459    ,  0.00054     , 78, 391, 1281, 282, 2032
70713.477, 295.0016, 55.8145447,  4.244498    ,  0.00061     , 78, 360, 1281, 234, 1953
70347.570, 295.0025, 55.8153915,  4.244488    ,  0.00063     , 31, 157, 1281, 422, 1891
69828.070, 295.0031, 55.8162994,  4.244510    ,  0.00061     , 47, 250, 1281, 203, 1781
69284.055, 295.0023, 55.8159027,  4.244526    ,  0.00052     , 32, 62, 1281, 266, 1641
68808.461, 295.0005, 55.8154488,  4.244542    ,  0.00057     , 31, 62, 1282, 296, 1671
68303.602, 295.0021, 55.8162422,  4.244565    ,  0.00057     , 32, 406, 1281, 250, 1969
67923.242, 295.0007, 55.8162422,  4.244576    ,  0.00069     , 32, 171, 1282, 234, 1719
66465.305, 295.0036, 55.8140717,  4.244633    ,  0.00069     , 47, 63, 1328, 312, 1750
65966.523, 295.0027, 55.8137321,  4.244627    ,  0.00061     , 31, 63, 1281, 328, 1703
65468.313, 295.0020, 55.8129959,  4.244629    ,  0.00062     , 31, 390, 1282, 250, 1953
64949.387, 294.9990, 55.8136215,  4.244640    ,  0.00062     , 47, 250, -58719, 204, -58218
64604.004, 295.0011, 55.8141289,  4.244637    ,  0.00067     , 47, 250, 1281, 266, 1844
64106.176, 294.9990, 55.8124313,  4.244660    ,  0.00059     , 32, 93, 1282, 296, 1703
63607.016, 294.9989, 55.8138466,  4.244660    ,  0.00063     , 31, 78, 1282, 203, 1609
63130.098, 294.9988, 55.8136749,  4.244693    ,  0.00079     , 47, 140, 1281, 235, 1703
62647.480, 294.9979, 55.8131676,  4.244694    ,  0.00066     , 31, 62, 1282, 312, 1687
62170.176, 295.0012, 55.8137894,  4.24470     ,  0.00063     , 31, 62, 1282, 281, 1656
61671.965, 294.9985, 55.8145256,  4.244706    ,  0.00075     , 62, 125, 1281, 235, 1703
61196.379, 294.9994, 55.8126564,  4.244710    ,  0.00067     , 47, 422, 1281, 234, 1984
60674.410, 295.0022, 55.8137894,  4.244702    ,  0.00065     , 32, 93, 1282, 265, 1672
60176.961, 295.0017, 55.8153763,  4.244722    ,  0.00067     , 31, 94, 1281, 297, 1703
59692.246, 295.0008, 55.8140717,  4.244726    ,  0.00075     , 31, 63, 1281, 266, 1641
59215.141, 294.9959, 55.8131752,  4.244743    ,  0.00062     , 47, 188, 1281, 219, 1735
58717.883, 294.9984, 55.8131752,  4.244725    ,  0.00069     , 63, 234, 1281, 203, 1797
58358.051, 295.0004, 55.8126678,  4.244748    ,  0.00072     , 31, 203, 1281, 235, 1750
57873.910, 295.0023, 55.8124390,  4.244762    ,  0.00061     , 32, 187, 1281, 235, 1735
57376.648, 295.0004, 55.8129501,  4.244759    ,  0.00070     , 31, 156, 1281, 297, 1765
56877.113, 295.0020, 55.8119888,  4.244780    ,  0.00074     , 31, 78, 1422, 328, 1859
56239.953, 295.0033, 55.8134041,  4.244775    ,  0.00065     , 94, 188, 1281, 312, 1875
55880.125, 295.0023, 55.8134613,  4.244782    ,  0.00063     , 93, 79, 1281, 297, 1750
55404.156, 295.0024, 55.8117027,  4.244794    ,  0.00067     , 31, 63, 1281, 297, 1672
54898.344, 295.0006, 55.8132896,  4.244765    ,  0.00066     , 47, 406, 1281, 328, 2062
54516.086, 295.0011, 55.8132324,  4.244791    ,  0.00077     , 78, 78, 1281, 234, 1671
53037.613, 295.0017, 55.8136864,  4.244813    ,  0.00067     , 31, 282, 1281, 328, 1922
52518.117, 295.0016, 55.8154984,  4.244828    ,  0.00057     , 31, 406, 1281, 344, 2062
52151.445, 294.9925, 55.8132896,  4.244828    ,  0.00071     , 62, 250, 1281, 266, 1875
51630.996, 294.9970, 55.8122368,  4.244829    ,  0.00069     , 32, 422, 1421, 266, 2157
51089.641, 294.9992, 55.8120651,  4.244800    ,  0.00066     , 31, 406, 1281, 344, 2062
50700.352, 295.0015, 55.8128586,  4.24483     ,  0.00067     , 31, 78, 1281, 266, 1656
50201.949, 295.0027, 55.8140488,  4.24483     ,  0.00057     , 32, 187, 1281, 250, 1766
49726.172, 295.0028, 55.8131409,  4.244836    ,  0.00056     , 31, 406, 1281, 282, 2000
49198.688, 295.0022, 55.8129730,  4.24485     ,  0.00057     , 32, 62, 1281, 329, 1704
48700.672, 295.0032, 55.8135376,  4.244860    ,  0.00064     , 31, 422, 1282, 265, 2000
48180.602, 295.0002, 55.8130302,  4.244846    ,  0.00070     , 32, 406, 1281, 266, 1985
47791.117, 295.0017, 55.8131981,  4.244852    ,  0.00071     , 78, 94, 1281, 282, 1735
47293.668, 295.0002, 55.8121796,  4.244844    ,  0.00070     , 62, 406, 1282, 328, 2078
46774.930, 295.0023, 55.8130875,  4.24486     ,  0.00058     , 32, 406, 1281, 234, 1953
46383.551, 295.0021, 55.8124046,  4.24485     ,  0.00069     , 47, 188, 1281, 234, 1750
45886.480, 295.0004, 55.8121223,  4.24484     ,  0.00076     , 31, 94, 1281, 313, 1719
45409.184, 295.0015, 55.8140488,  4.24486     ,  0.00063     , 31, 78, 1281, 235, 1625
44927.129, 295.0011, 55.8132553,  4.24484     ,  0.00067     , 47, 78, 1281, 266, 1672
44449.262, 294.9983, 55.8163376,  4.24485     ,  0.00061     , 31, 188, 1281, 219, 1719
42955.582, 295.0019, 55.8164520,  4.24486     ,  0.00063     , 47, 203, -58719, 282, -58187
42456.043, 295.0027, 55.8149223,  4.24488     ,  0.00064     , 31, 78, 1281, 266, 1656
41972.656, 295.0009, 55.8164520,  4.24488     ,  0.00069     , 31, 78, 1282, 343, 1734
41496.500, 294.9998, 55.8170166,  4.24486     ,  0.00061     , 31, 63, 1281, 234, 1609
41020.527, 295.0032, 55.8164520,  4.24488     ,  0.00069     , 46, 79, 1281, 234, 1640
40521.938, 295.0020, 55.8170166,  4.24488     ,  0.00067     , 32, 78, 1281, 297, 1688
40184.922, 295.0040, 55.8169594,  4.24487     ,  0.00059     , 78, 110, 1281, 281, 1750
39700.965, 295.0018, 55.8168488,  4.24490     ,  0.00070     , 31, 94, 1281, 313, 1719
39202.184, 295.0007, 55.8176994,  4.24488     ,  0.00061     , 62, 406, 1282, 312, 2062
38681.734, 294.9998, 55.8175316,  4.24488     ,  0.00071     , 31, 406, 1281, 282, 2000
38161.285, 294.9996, 55.8163948,  4.24490     ,  0.00065     , 31, 94, 1281, 313, 1719
37656.043, 295.0027, 55.8169594,  4.24491     ,  0.00066     , 32, 421, 1282, 234, 1969
37274.164, 294.9980, 55.8171883,  4.24491     ,  0.00057     , 78, 235, 1281, 281, 1875
36776.711, 294.9983, 55.8151703,  4.24487     ,  0.00059     , 31, 79, 1281, 281, 1672
36292.566, 294.9997, 55.8142662,  4.24487     ,  0.00066     , 78, 156, 1281, 219, 1734
35793.215, 294.9988, 55.8147736,  4.24489     ,  0.00050     , 47, 109, 1281, 282, 1719
35295.004, 295.0004, 55.8151131,  4.24488     ,  0.00067     , 31, 125, 1282, 203, 1641
34818.273, 295.0010, 55.8149452,  4.24492     ,  0.00069     , 94, 62, 1282, 250, 1688
34319.109, 295.0017, 55.8148880,  4.24490     ,  0.00062     , 62, 63, 1281, 312, 1718
33842.949, 295.0027, 55.8156815,  4.24488     ,  0.00057     , 31, 391, 1281, 235, 1938
33454.414, 295.0004, 55.8148880,  4.24492     ,  0.00069     , 110, 156, 1281, 250, 1797
32954.871, 295.0016, 55.8147202,  4.24488     ,  0.00057     , 31, 94, 1281, 234, 1640
32478.139, 294.9996, 55.8146057,  4.24492     ,  0.00059     , 47, 78, 1281, 297, 1703
32001.596, 295.0016, 55.8144341,  4.24491     ,  0.00067     , 31, 94, 1281, 328, 1734
31517.447, 294.9996, 55.8156242,  4.24490     ,  0.00062     , 31, 78, 1281, 313, 1703
31019.424, 294.9997, 55.8146629,  4.24492     ,  0.00061     , 31, 407, 1281, 297, 2016
30499.160, 294.9997, 55.8155098,  4.24491     ,  0.00067     , 31, 63, 1281, 281, 1656
30001.137, 295.0087, 55.8151703,  4.24494     ,  0.00064     , 31, 172, 1281, 266, 1750
29655.176, 295.0049, 55.8166237,  4.24490     ,  0.00042     , 63, 156, 1281, 297, 1797
29156.012, 295.0046, 55.8180389,  4.24488     ,  0.00055     , 62, 125, 1281, 235, 1703
28658.363, 295.0023, 55.8176422,  4.24488     ,  0.00049     , 47, 78, 1281, 266, 1672
28181.813, 294.9994, 55.8170204,  4.24490     ,  0.00063     , 47, 188, 1281, 281, 1797
27683.020, 294.9964, 55.8176422,  4.24494     ,  0.00066     , 31, 63, 1281, 250, 1625
27198.305, 295.0007, 55.8165665,  4.24490     ,  0.00066     , 32, 406, 1281, 266, 1985
26678.428, 295.0001, 55.8181534,  4.24490     ,  0.00053     , 31, 78, 1281, 235, 1625
26178.316, 294.9977, 55.8169632,  4.24493     ,  0.00052     , 32, 62, 1281, 219, 1594
25702.156, 294.9973, 55.8174744,  4.24490     ,  0.00061     , 31, 78, 1281, 281, 1671
25202.807, 294.9998, 55.8172455,  4.24493     ,  0.00057     , 31, 406, 1282, 281, 2000
24835.379, 295.0006, 55.8179245,  4.24495     ,  0.00065     , 46, 125, 1282, 281, 1734
24337.166, 295.0023, 55.8183212,  4.24490     ,  0.00063     , 32, 406, 1281, 266, 1985
23786.492, 294.9993, 55.8181534,  4.24492     ,  0.00063     , 47, 312, 1282, 234, 1875
23404.611, 295.0001, 55.8179817,  4.24494     ,  0.00059     , 31, 78, 1282, 265, 1656
22928.641, 294.9999, 55.8188896,  4.24492     ,  0.00057     , 78, 78, 1281, 282, 1719
22450.771, 294.9978, 55.8188324,  4.24494     ,  0.00067     , 31, 157, 1281, 234, 1703
21944.199, 294.9987, 55.8186913,  4.24491     ,  0.00066     , 31, 78, 1282, 265, 1656
21468.039, 295.0000, 55.8187485,  4.24491     ,  0.00074     , 31, 172, 1281, 250, 1734
20946.254, 294.9982, 55.8181267,  4.24491     ,  0.00069     , 31, 531, -58718, 250, -57906
20424.479, 294.9997, 55.8185806,  4.24494     ,  0.00062     , 31, 94, 1281, 282, 1688
20080.615, 295.0013, 55.8205605,  4.24491     ,  0.00065     , 32, 187, 1281, 266, 1766
19581.455, 294.9993, 55.8193703,  4.24492     ,  0.00054     , 31, 78, 1328, 266, 1703
19082.480, 295.0020, 55.8199387,  4.24492     ,  0.00065     , 31, 422, 1422, 437, 2312
18531.811, 295.0007, 55.8189201,  4.24492     ,  0.00061     , 94, 203, 1281, 297, 1875
18032.840, 294.9997, 55.8190308,  4.24494     ,  0.00061     , 32, 406, 1281, 328, 2047
17621.684, 294.9986, 55.8192024,  4.24495     ,  0.00059     , 31, 281, 1281, 266, 1859
17121.572, 294.9998, 55.8211288,  4.24492     ,  0.00068     , 32, 93, 1282, 281, 1688
16643.514, 295.0009, 55.8192024,  4.24491     ,  0.00062     , 31, 141, 1281, 266, 1719
15167.314, 295.0078, 55.8197670,  4.24492     ,  0.00059     , 32, 390, 1281, 219, 1922
14777.643, 295.0061, 55.8200684,  4.24492     ,  0.00052     , 63, 172, 1281, 234, 1750
13290.724, 295.0010, 55.8195572,  4.24492     ,  0.00057     , 63, 187, 1328, 297, 1875
12767.610, 294.9971, 55.8208046,  4.24492     ,  0.00067     , 63, 344, 1281, 156, 1844
12267.306, 294.9947, 55.8204079,  4.24493     ,  0.00057     , 109, 110, 1281, 234, 1734
11920.399, 294.9981, 55.8220520,  4.24494     ,  0.00062     , 63, 156, 1281, 219, 1719
10436.543, 294.9988, 55.8204079,  4.24494     ,  0.00062     , 46, 344, 1281, 297, 1968
9909.546, 295.0007, 55.8204079,  4.24490     ,  0.00059     , 31, 391, 1281, 312, 2015
9496.298, 295.0000, 55.8201828,  4.24491     ,  0.00069     , 32, 93, 1282, 296, 1703
9016.424, 295.0001, 55.8203506,  4.24494     ,  0.00067     , 47, 406, 1281, 281, 2015
8484.620, 295.0010, 55.8213158,  4.24493     ,  0.00074     , 31, 47, 1282, 250, 1610
